abuʃan	abușan
pope̯askə	popească
popesk	popesc
popeʃtj	popești
popilnik	popilnic
popor	popor
poporan	poporan
popotə	popotă
popow	popou
popular	popular
populatsie	populație
popə	popă
portʃe̯askə	porcească
portʃesk	porcesc
portʃeʃtj	porcești
portʃin	porcin
porfirie	porfirie
pornake	pornache
pornoɡrafia	pornografia
pornoɡrafik	pornografic
portal	portal
portokaliw	portocaliu
portofel	portofel
portuɡez	portughez
portuɟezə	portugheză
porumbak	porumbac
portsie	porție
portsjune	porțiune
posedare	posedare
posibil	posibil
postdetʃembrist	postdecembrist
potaje	potaie
potasju	potasiu
potekə	potecă
potent	potent
potrivit	potrivit
povestio̯arə	povestioară
poʃirkə	poșircă
poʃtal	poștal
poʃtə	poștă
poʃtəritsə	poștăriță
praktik	practic
praktika	practica
praktitʃian	practician
praf	praf
prafurj	prafuri
prat	prat
pre̯afrumos	preafrumos
preambala	preambala
preambalare	preambalare
preambalat	preambalat
preambalərj	preambalări
prekaut	precaut
pretʃede	precede
pretʃis	precis
prekoniza	preconiza
prekum	precum
preda	preda
prefera	prefera
pɾefiks	prefix
prefiksal	prefixal
prefiksalə	prefixală
predʒet	preget
predʒeta	pregeta
preɡnant	pregnant
preɡəte̯aj	pregăteai
preɡəte̯am	pregăteam
preɡəte̯aw	pregăteau
preɡəte̯atsj	pregăteați
preɡətesk	pregătesc
preɡəteʃtj	pregătești
preɡətim	pregătim
preɡətind	pregătind
preɡətirə	pregătiră
preɡətirəm	pregătirăm
preɡətirətsj	pregătirăți
preɡətise	pregătise
preɡətisem	pregătisem
preɡətiserəm	pregătiserăm
preɡətiserətsj	pregătiserăți
preɡətiseʃj	pregătiseși
preɡətiʃj	pregătiși
preistorik	preistoric
preʒos	prejos
prelukrat	prelucrat
preluda	preluda
preluŋɡ	prelung
prelundʒi	prelungi
prelundʒit	prelungit
preot	preot
preotse̯askə	preoțească
preotsesk	preoțesc
preotseʃtj	preoțești
preputsial	prepuțial
preskrie	prescrie
preskurtare	prescurtare
presimtsire	presimțire
presotʃialist	presocialist
presta	presta
pretentsie	pretenție
pretentsios	pretențios
pretor	pretor
pretorj	pretori
preturj	preturi
preturə	pretură
preuskare	preuscare
prezent	prezent
prezenta	prezenta
prezervativ	prezervativ
prezervativu	prezervativul
prezervativul	prezervativul
pretsios	prețios
pribe̯aɡ	pribeag
pribe̯aɡə	pribeagă
pribedʒi	pribegi
pritʃepe	pricepe
prikindel	prichindel
prjer	prier
prietenu	prietenul
prietenul	prietenul
prim	prim
prima	prima
primar	primar
primeʒdie	primejdie
primeʒdje	primejdie
primeʒdios	primejdios
primi	primi
primj	primi
priməvarə	primăvară
prin	prin
printʃipal	principal
prins	prins
printre	printre
pripi	pripi
prismə	prismă
prispə	prispă
pristol	pristol
privi	privi
priviɡeto̯are	privighetoare
priza	priza
pro̯aspət	proaspăt
probabil	probabil
problematik	problematic
proklamatsie	proclamație
proktoloɡ	proctolog
proktoloɡə	proctologă
produtʃere	producere
produkətor	producător
produkətorj	producători
produktsie	producție
produs	produs
produse	produse
profan	profan
profesor	profesor
profitabil	profitabil
profund	profund
proɡram	program
proɡramabil	programabil
projektil	proiectil
promis	promis
promite	promite
promorar	promorar
promoro̯akə	promoroacă
promova	promova
pronominal	pronominal
pronuntsa	pronunța
pronuntsabil	pronunțabil
pronuntsare	pronunțare
pronuntsie	pronunție
propaɡandə	propagandă
proportsional	proporțional
prospetsime	prospețime
prost	prost
prosti	prosti
prostime	prostime
proton	proton
proverb	proverb
provintʃial	provincial
provintʃie	provincie
prozaik	prozaic
prudent	prudent
prune	prune
prɨnz	prânz
prədui	prădui
prəʒinj	prăjini
prəʒinə	prăjină
prəʒit	prăjit
prəpastie	prăpastie
pseudoʃtiintsə	pseudoștiință
psihiatru	psihiatru
psihiatrə	psihiatră
psihofizitʃian	psihofizician
psihofizitʃianə	psihofiziciană
psiholoɡ	psiholog
psiholoɡə	psihologă
pubertate	pubertate
publik	public
putʃo̯asə	pucioasă
putʃjos	pucios
pudʒilist	pugilist
pudʒilistə	pugilistă
puhoj	puhoi
pulie	pulie
pulos	pulos
pulosu	pulosul
pulosul	pulosul
pulpanə	pulpană
pulpos	pulpos
puls	puls
pulərie	pulărie
pumə	pumă
punkt	punct
pune	pune
pupa	pupa
pupətʃe̯alə	pupăceală
pur	pur
purtʃede	purcede
purɡatoriu̯	purgatoriu
purifikator	purificator
purpuriw	purpuriu
pusew	puseu
pustie	pustie
pustiw	pustiu
pute̯a	putea
putere	putere
puternik	puternic
putred	putred
putrestʃent	putrescent
puturos	puturos
puʃkulitsə	pușculiță
puʃkə	pușcă
puts	puț
putsintel	puțintel
putsinətate	puținătate
pɨjne	pâine
pɨlk	pâlc
pɨne	pâne
pɨntekos	pântecos
pɨnzukə	pânzucă
pɨnzutsə	pânzuță
pɨnə	până
pɨrtie	pârtie
pɨrɨw	pârâu
pɨrɨ	pârî
pəkətos	păcătos
pəduki	păduchi
pədukjos	păduchios
pədure	pădure
pədurets	pădureț
pəduros	păduros
pəɡɨn	păgân
pəj	păi
pəjanʒenu	păianjenul
pəjanʒenul	păianjenul
pəjos	păios
pəlinkə	pălincă
pəmɨntu	pământul
pəmɨntul	pământul
pəpədie	păpădie
pərtinitor	părtinitor
pərəsi	părăsi
pərəsit	părăsit
pəsa	păsa
pəskut	păscut
pəstor	păstor
pəstoritsə	păstoriță
pəstra	păstra
pəstrare	păstrare
pəstrərj	păstrări
pəstrəto̯are	păstrătoare
pəstrətor	păstrător
pəstrətorj	păstrători
pəsəre̯askə	păsărească
pəsəresk	păsăresc
pəsəreʃtj	păsărești
pəsəroj	păsăroi
pətat	pătat
pətlədʒa	pătlăgea
pətlədʒikə	pătlăgică
pətrat	pătrat
pətrime	pătrime
pəun	păun
pəʃune̯alə	pășuneală
pətsi	păți
k	q
rabinik	rabinic
rak	rac
raketə	rachetă
rakiw	rachiu
radar	radar
radiatsie	radiație
radikal	radical
radioaktiv	radioactiv
radioproɡram	radioprogram
rafina	rafina
rafinare	rafinare
rafinat	rafinat
rafinərj	rafinări
raɡanelə	raganelă
raj	rai
ram	ram
ramolit	ramolit
ranɡə	rangă
rapid	rapid
rar	rar
rarə	rară
ras	ras
raton	raton
ravak	ravac
ratsional	rațional
ratsionalizabil	raționalizabil
ratsə	rață
reabilita	reabilita
reambala	reambala
reambalare	reambalare
re̯avən	reavăn
rebeliune	rebeliune
retʃepe	recepe
retʃeptsiona	recepționa
retʃiklat	reciclat
retʃita	recita
retʃiʃor	recișor
rekompensə	recompensă
rekuno̯aʃte	recunoaște
rekuperat	recuperat
redutʃe	reduce
redundant	redundant
redus	redus
referendum	referendum
referintsə	referință
reflektat	reflectat
refuza	refuza
reɡal	regal
reɡalist	regalist
redʒe	rege
redʒe̯askə	regească
redʒesk	regesc
redʒeʃtj	regești
redʒitʃid	regicid
redʒim	regim
redʒiune	regiune
reɡn	regn
reɡula	regula
reɡulat	regulat
reɡulj	reguli
reɡulə	regulă
reɡurdʒita	regurgita
relaksat	relaxat
relatsie	relație
relidʒios	religios
ren	ren
renaʃte	renaște
renumit	renumit
renuntsa	renunța
reparabil	reparabil
repede	repede
repeʒor	repejor
repeta	repeta
repetirui	repetirui
repezitsj	repeziți
repetsi	repeți
repetsj	repeți
replikatsie	replicație
reprezenta	reprezenta
reprobabil	reprobabil
republika	republica
republikə	republică
reputatsie	reputație
reskrie	rescrie
resemna	resemna
respekt	respect
respindʒe	respinge
respiratsie	respirație
rest	rest
retina	retina
retorikə	retorică
retradʒe	retrage
retras	retras
reuʃi	reuși
reveni	reveni
revenj	reveni
rezematsj	rezemați
rezervə	rezervă
rezident	rezident
reziduat	reziduat
rezistibil	rezistibil
rezulta	rezulta
rezultat	rezultat
rezultate	rezultate
reɨnto̯artʃe	reîntoarce
reʃedintsə	reședință
retse̯a	rețea
retsine	reține
rid	rid
ridika	ridica
ridikat	ridicat
riɡlə	riglă
riɡə	rigă
risk	risc
riskurj	riscuri
riveran	riveran
ro̯atə	roată
rob	rob
rojb	roib
roman	roman
romantʃier	romancier
romb	romb
rombik	rombic
romɨn	român
romɨnesk	românesc
romɨneʃte	românește
romɨneʃtilor	româneștilor
ros	ros
rotatsie	rotație
rotokol	rotocol
rotund	rotund
rotunʒime	rotunjime
rotunʒit	rotunjit
roz	roz
roziʃor	rozișor
rozə	roză
rozətor	rozător
roʃkat	roșcat
roʃie	roșie
roʃje	roșie
roʃu	roșu
ruɡa	ruga
rudʒiniw	ruginiu
ruina	ruina
ruinare	ruinare
ruʒ	ruj
rumeɡuʃ	rumeguș
rumeɡətor	rumegător
rumejor	rumeior
rumeor	rumeor
rumɨnesk	rumânesc
runde	runde
rundə	rundă
rupt	rupt
rus	rus
rustʃism	ruscism
ruse	ruse
rusə	rusă
rutə	rută
ruʃina	rușina
ruʃinat	rușinat
ruʃinos	rușinos
rɨde	râde
rɨjos	râios
rɨmlene̯askə	râmlenească
rɨmlenesk	râmlenesc
rɨmleneʃtj	râmlenești
rɨŋkatʃj	râncaci
rɨntʃed	rânced
rɨnd	rând
rɨntaʃ	rântaș
rɨnzə	rânză
rɨnə	rână
rɨpos	râpos
rɨs	râs
rɨw	râu
rɨuri	râuri
rɨurj	râuri
rɨvni	râvni
rɨvnə	râvnă
rəbdətor	răbdător
rətʃe̯alə	răceală
rəkni	răcni
rəko̯are	răcoare
rədʒet	răget
rəɡuʃe̯alə	răgușeală
rəɡuʃit	răgușit
rəmas	rămas
rəmaʃj	rămași
rəmuros	rămuros
rəptʃune	răpciune
rəpitor	răpitor
rəposat	răposat
rəpənos	răpănos
rəsfətsa	răsfăța
rəsfətsat	răsfățat
rəspikat	răspicat
rəspunde	răspunde
rəsunətor	răsunător
rəszitʃe	răszice
rətətʃit	rătăcit
rəw	rău
rəwfəkətor	răufăcător
rəutətʃjos	răutăcios
rəzbate	răzbate
rəzbel	răzbel
rəzbuna	răzbuna
rəzbunətor	răzbunător
rəzlets	răzleț
rəʃinos	rășinos
rətsoj	rățoi
s	s
sa	sa
sak	sac
sakrament	sacrament
sakristan	sacristan
sal	sal
saːl	sal
salam	salam
salamandrə	salamandră
salamurə	salamură
salariat	salariat
saltʃie	salcie
sale	sale
salivə	salivă
salt	salt
salut	salut
saluta	saluta
salva	salva
salve	salve
samoan	samoan
saŋktuar	sanctuar
sanie	sanie
sapient	sapient
saponifika	saponifica
sarafan	sarafan
saramurə	saramură
sardoniks	sardonix
sare	sare
satin	satin
satirə	satiră
satisfəkut	satisfăcut
satisfəkətor	satisfăcător
satɨr	satâr
saudit	saudit
savura	savura
sakson	saxon
saʃiw	sașiu
skaba	scaba
skandal	scandal
skandju	scandiu
skepsis	schepsis
skilod	schilod
skilodi	schilodi
skimb	schimb
skimba	schimba
skior	schior
stʃit	scit
sklave	sclave
sklavj	sclavi
sklavə	sclavă
sko̯artsə	scoarță
sko̯ate	scoate
skotʃorɨ	scociorî
skojtʃj	scoici
skojkə	scoică
skorni	scorni
skorpjon	scorpion
skortsiʃo̯arə	scorțișoară
skotsian	scoțian
skriito̯are	scriitoare
skriitor	scriitor
skrimer	scrimer
skriw	scriu
skro̯afə	scroafă
skrotalu	scrotalul
skrotalul	scrotalul
skufundat	scufundat
skujpat	scuipat
skula	scula
skulptat	sculptat
skump	scump
skumpuʃor	scumpușor
skund	scund
skurt	scurt
skurtiʃor	scurtișor
skutek	scutec
skɨnteje	scânteie
skɨrbos	scârbos
skəldat	scăldat
skəmos	scămos
skəmoʃa	scămoșa
skəpa	scăpa
se	se
se̯ara	seara
se̯arbəd	searbăd
se̯arə	seară
sek	sec
setʃetə	secetă
sekol	secol
sekret	secret
sekretariat	secretariat
sekretsie	secreție
sekundar	secundar
sekventsial	secvențial
seda	seda
sefard	sefard
seismoloɡ	seismolog
seismoloɡə	seismologă
selenju	seleniu
semafor	semafor
semitʃerk	semicerc
seminifer	seminifer
semiotitʃian	semiotician
semiotitʃianə	semioticiană
semn	semn
semnare	semnare
semnat	semnat
semnifikatsie	semnificație
senin	senin
sentiment	sentiment
separa	separa
sept	sept
septembrije	septembrie
septenar	septenar
ser	ser
serinɡə	seringă
serios	serios
serval	serval
servitʃiː	servicii
servitʃju	serviciu
serviete	serviete
servietə	servietă
servus	servus
sesiune	sesiune
set	set
sete	sete
sete̯a	setea
setos	setos
seks	sex
seksadʒesimal	sexagesimal
seksolodʒia	sexologia
seksos	sexos
sekstinə	sextină
sfat	sfat
sferik	sferic
sfintsenie	sfințenie
sfintsenje	sfințenie
sforəji	sforăi
sfɨrɨi	sfârâi
sfɨrʃitu	sfârșitul
sfɨrʃitul	sfârșitul
sfərɨmitʃjos	sfărâmicios
si	si
siberian	siberian
sikriw	sicriu
siktir	sictir
sɨktir	sictir
sie	sie
sieʃj	sieși
siɡur	sigur
siɡuritate	siguritate
sihlə	sihlă
silabik	silabic
silitʃjos	silicios
silitʃju	siliciu
silintsə	silință
silvə	silvă
simbol	simbol
simetrik	simetric
simt	simt
simula	simula
simulakru	simulacru
simun	simun
simtsire	simțire
sintʃer	sincer
sine	sine
sinerdʒie	sinergie
sinɡular	singular
sinɡur	singur
siŋɡuratek	singuratec
siŋɡuratik	singuratic
sinistru	sinistru
sinonim	sinonim
sintaɡmə	sintagmă
sinteze	sinteze
sintezə	sinteză
sinutʃidere	sinucidere
sipet	sipet
sirian	sirian
sirop	sirop
siropurj	siropuri
sistem	sistem
sajt	site
situatsie	situație
situatsional	situațional
situlə	situlă
skandənberɡ	skandenberg
slenɡ	slang
sleʃ	slash
slav	slav
slavə	slavă
slobod	slobod
sluɡarnik	slugarnic
slut	slut
slutiʃor	slutișor
slutsior	sluțior
sləbənoɡ	slăbănog
smokinə	smochină
so̯akrə	soacră
so̯are	soare
so̯arele	soarele
sobol	sobol
sok	soc
sotʃial	social
sotʃialism	socialism
sotʃioloɡ	sociolog
sotʃioloɡə	sociologă
sokotit	socotit
socru	socru
sodju	sodiu
sodomizatu	sodomizatul
sodomizatul	sodomizatul
sofistikat	sofisticat
sofra	sofra
soja	soia
solan	solan
solar	solar
solemn	solemn
solid	solid
solstitsiu̯	solstițiu
solz	solz
solzos	solzos
somat	somat
somn	somn
somnambulism	somnambulism
somnoros	somnoros
somon	somon
sonetist	sonetist
soporifik	soporific
sora	sora
sorbet	sorbet
sorbi	sorbi
sorij	sorii
sorə	soră
sos	sos
sosi	sosi
sosnar	sosnar
sotnik	sotnic
soviet	soviet
sotsije	soție
sotsio̯arə	soțioară
sotsior	soțior
sotsu	soțul
sotsul	soțul
spam	spam
spaniol	spaniol
spaniolj	spanioli
spaniolə	spaniolă
spardʒe	sparge
spardʒere	spargere
spart	spart
spartsj	sparți
spate	spate
spatulə	spatulă
spetʃie	specie
spetʃifik	specific
spera	spera
sperantsa	speranța
sperantsə	speranță
sperare	sperare
speria	speria
sperja	speria
speriat	speriat
sperieto̯are	sperietoare
spermatik	spermatic
spermatodʒen	spermatogen
spermatodʒenezə	spermatogeneză
spinos	spinos
spirit	spirit
spiritual	spiritual
spornik	spornic
sprej	spray
ʃprej	spray
spre	spre
spriʒin	sprijin
spriʒini	sprijini
sprintejor	sprinteior
sprinten	sprinten
spumos	spumos
spumə	spumă
spun	spun
spune	spune
spurkat	spurcat
spus	spus
spusə	spusă
spusətʃune	spusăciune
spuze̯alə	spuzeală
spɨn	spân
spəla	spăla
spəlare	spălare
spələtor	spălător
spətos	spătos
sta	sta
stabil	stabil
stadju	stadiu
stadʒju	stagiu
stadʒune	stagiune
staɡnant	stagnant
stanifer	stanifer
stat	stat
statistik	statistic
statistitʃian	statistician
statistitʃianə	statisticiană
statuje	statuie
staw	stau
statsie	stație
ste̯a	stea
ste̯awa	steaua
stej	stei
steʒar	stejar
stelat	stelat
stele	stele
stenoɡraf	stenograf
sterp	sterp
stetoskop	stetoscop
stih	stih
stihar	stihar
stil	stil
stima	stima
stiŋɡer	stingher
stipula	stipula
sto̯artʃe	stoarce
strakinə	strachină
stradə	stradă
straj	strai
stranju	straniu
strekurəto̯are	strecurătoare
stria	stria
strikat	stricat
striɡa	striga
striɡare	strigare
striɡat	strigat
striɡoj	strigoi
striɡoime	strigoime
striɡət	strigăt
striɡətor	strigător
strofə	strofă
strop	strop
stropi	stropi
struktural	structural
strukturat	structurat
st̪ɾuɡuɾe	strugure
struts	struț
strɨmb	strâmb
strɨmt	strâmt
strɨmto̯are	strâmtoare
strɨmtorj	strâmtori
strɨŋɡətor	strângător
strəbunik	străbunic
strədanie	strădanie
strəfuldʒerare	străfulgerare
strəin	străin
strəlutʃitor	strălucitor
strənepot	strănepot
strəvekj	străvechi
strəvezime	străvezime
strəveziw	străveziu
studentə	studentă
studio	studio
studjo	studio
stufos	stufos
stupi	stupi
stupj	stupi
stupid	stupid
stupinə	stupină
stɨnkə	stâncă
stɨŋɡ	stâng
stɨnɡatʃj	stângaci
stɨnɡətʃie	stângăcie
stɨrk	stârc
stəpɨnitor	stăpânitor
stəpɨnə	stăpână
stərui	stărui
stəruitor	stăruitor
sub	sub
submarin	submarin
subsonik	subsonic
substantiv	substantiv
substantsial	substanțial
subteran	subteran
subtil	subtil
subtropikal	subtropical
suburban	suburban
subtsior	subțior
subtsire	subțire
subtsirel	subțirel
suk	suc
suktʃedare	succedare
suktʃedere	succedere
sutʃi	suci
sudik	sudic
sudo̯are	sudoare
suedeze	suedeze
sufitʃient	suficient
sufletu	sufletul
sufletul	sufletul
sufletsel	suflețel
suɡatʃj	sugaci
suɡar	sugar
sudʒe	suge
sui	sui
sulk	sulc
suledʒet	suleget
suledʒete	sulegete
sulf	sulf
sulfurik	sulfuric
sulfuros	sulfuros
sultan	sultan
sultanat	sultanat
sulə	sulă
suna	suna
sunt	sunt
sɨnt	sunt
sunətor	sunător
supapə	supapă
superior	superior
suplu	suplu
supozitsie	supoziție
supraindustrializat	supraindustrializat
supranatsional	supranațional
supranumit	supranumit
supravjetsui	supraviețui
suprem	suprem
sur	sur
surd	surd
sure	sure
suriʃor	surișor
surprinzətor	surprinzător
surɨde	surâde
surɨs	surâs
sustʃeptibil	susceptibil
sustʃita	suscita
suspensor	suspensor
susura	susura
sustsine	susține
suta	suta
sute	sute
sutime	sutime
sutəle̯a	sutălea
sɨmbete	sâmbete
sɨmbrə	sâmbră
sɨmbətə	sâmbătă
sɨn	sân
sɨndʒe	sânge
sɨndʒele	sângele
sɨndʒera	sângera
sɨndʒerete	sângerete
sɨndʒeriw	sângeriu
sɨnt	sânt
sɨrb	sârb
sɨrbotej	sârbotei
sɨrɡuintʃjos	sârguincios
sə	să
səbləzni	săblăzni
səkret	săcret
səltʃiw	sălciu
səltərets	săltăreț
səmɨntsos	sămânțos
səpa	săpa
səptəmɨnal	săptămânal
səpunjerə	săpunieră
sərat	sărat
səri	sări
sərj	sări
sərman	sărman
sərsam	sărsam
səruta	săruta
sərute	sărute
sərəmurə	sărămură
sətul	sătul
səturat	săturat
səw	său
səvɨrʃire	săvârșire
səvɨrʃirj	săvârșiri
t	t
ta	ta
tatʃit	tacit
tahitian	tahitian
tajkə	taică
tajnik	tainic
talamus	talamus
taltʃjok	talcioc
tamarin	tamarin
tanaʒ	tanaj
tandru	tandru
tanti	tanti
tantj	tanti
tanzanian	tanzanian
tapa	tapa
tapeta	tapeta
taraf	taraf
tarantulə	tarantulă
tardiɡrad	tardigrad
tare	tare
tarhon	tarhon
tarot	tarot
tatu	tatu
tatuaʒ	tatuaj
tawrin	taurin
tavan	tavan
taksi	taxi
te	te
tehnetsju	technețiu
tehnik	tehnic
tehnikə	tehnică
tehnolodʒik	tehnologic
teinə	teină
telur	telur
tembel	tembel
teme	teme
temj	temi
temnitsə	temniță
temperaturə	temperatură
temporar	temporar
temətor	temător
tendintsə	tendință
tendon	tendon
tenisman	tenisman
tenismanə	tenismană
tenta	tenta
tentatsie	tentație
teodolit	teodolit
teoretik	teoretic
teorik	teoric
terapeutik	terapeutic
teren	teren
terestru	terestru
termal	termal
termin	termin
termina	termina
terminaj	terminai
terminam	terminam
terminatsie	terminație
terminatsje	terminație
terminj	termini
terts	terț
tertsiw	terțiu
testa	testa
testament	testament
testikular	testicular
testikulu	testiculul
testikulul	testiculul
tetrametru	tetrametru
tetrasilabik	tetrasilabic
teurdʒie	teurgie
tibetan	tibetan
tibiʃir	tibișir
tikəi	ticăi
tikəlos	ticălos
tiɡru	tigru
tiɡvə	tigvă
tildə	tildă
timid	timid
timiʃore̯an	timișorean
timonier	timonier
timpurj	timpuri
timpuriw	timpuriu
tine	tine
tineret	tineret
tini	tini
tins	tins
tip	tip
tipa	tipa
tipar	tipar
tipare	tipare
tipə	tipă
tiramisu	tiramisu
tisə	tisă
titan	titan
to̯amna	toamna
to̯amnə	toamnă
to̯artʃe	toarce
to̯ate	toate
to̯atə	toată
tobə	tobă
tok	toc
tokat	tocat
totʃe̯alə	toceală
totʃilar	tocilar
totʃit	tocit
tokətor	tocător
tomatə	tomată
tomnatik	tomnatic
toŋɡan	tongan
tont	tont
top	top
toratʃe	torace
tortura	tortura
torturə	tortură
tos	tos
tot	tot
totul	totul
tovərəʃe̯askə	tovărășească
tovərəʃesk	tovărășesc
tovərəʃeʃte	tovărășește
tovərəʃeʃtj	tovărășești
toksik	toxic
totsi	toți
trakatrukə	tracatrucă
traktir	tractir
traditsie	tradiție
tradutʃe	traduce
tradutʃerj	traduceri
traduktor	traductor
tradʒe	trage
traj	trai
trajektorie̯	traiectorie
trajnik	trainic
tramvaj	tramvai
tramversare	tramversare
trandafiriw	trandafiriu
transatlantik	transatlantic
transtʃedental	transcendental
transkontinental	transcontinental
transkrie	transcrie
transotʃe̯anik	transoceanic
transparent	transparent
transpiratsie	transpirație
transpune	transpune
transpunere	transpunere
tranzient	tranzient
tranzitiv	tranzitiv
tranzitoriu̯	tranzitoriu
tranzitsie	tranziție
tranzitsional	tranzițional
trata	trata
tratament	tratament
tratat	tratat
traversa	traversa
traversare	traversare
tre̯abə	treabă
trebui	trebui
trebuintsə	trebuință
tretʃe	trece
tretʃere	trecere
tretʃerj	treceri
trekut	trecut
trekəto̯are	trecătoare
trekətor	trecător
trekətorj	trecători
trej	trei
treja	treia
trejle̯a	treilea
trejsprezetʃe	treisprezece
trejsprezetʃe̯a	treisprezecea
trejsprezetʃele̯a	treisprezecelea
trejzetʃe̯a	treizecea
trejzetʃj	treizeci
trejzetʃile̯a	treizecilea
trejʃpe	treișpe
trejʃpe̯a	treișpea
trejʃpele̯a	treișpelea
tren	tren
tretior	tretior
trianɡlu	trianglu
triatlonist	triatlonist
triatlonistə	triatlonistă
tribal	tribal
tridimensional	tridimensional
triɡlif	triglif
triɡon	trigon
trimaran	trimaran
trimetru	trimetru
trinidadian	trinidadian
triolet	triolet
triptik	triptic
trist	trist
triton	triton
trivial	trivial
triʃa	trișa
trompetə	trompetă
tron	tron
tropik	tropic
trota	trota
trudit	trudit
trudə	trudă
trup	trup
trɨnd	trând
trɨndav	trândav
trɨntit	trântit
trɨntor	trântor
trədare	trădare
trəɡətor	trăgător
trəsnit	trăsnit
trəsəturə	trăsătură
tu	tu
tukan	tucan
tulbure	tulbure
tunɡsten	tungsten
tunisian	tunisian
tuns	tuns
turk	turc
turtʃeʃte	turcește
turistik	turistic
turkmen	turkmen
turmə	turmă
turn	turn
tutela	tutela
tutui	tutui
tuvaluan	tuvaluan
tuʃi	tuși
tɨmp	tâmp
tɨmpenie	tâmpenie
tɨmpit	tâmpit
tɨrsɨnə	târsână
tɨrziw	târziu
təbərɨ	tăbărî
təkut	tăcut
təj	tăi
təjos	tăios
təmədui	tămădui
tərie	tărie
təriʃor	tărișor
tət	tăt
tətik	tătic
təw	tău
u	u
ubikuitətsi	ubicuității
ubikuu	ubicuu
ubikuː	ubicuu
ubikuu	ubicuul
ubikuul	ubicuul
utʃide	ucide
utʃiɡətor	ucigător
ud	ud
udat	udat
udmurt	udmurt
ujmi	uimi
ujtuk	uituc
ulej	ulei
ulm	ulm
ultim	ultim
uman	uman
umbelə	umbelă
umbrelə	umbrelă
umbros	umbros
umbrə	umbră
umed	umed
umeze̯alə	umezeală
umezire	umezire
umezirj	umeziri
umfla	umfla
umil	umil
umili	umili
umilintsə	umilință
umilitate	umilitate
umple	umple
umplere	umplere
umplerj	umpleri
umplut	umplut
un	un
una	una
uŋkj	unchi
undeva	undeva
unditsə	undiță
undre̯a	undrea
undujos	unduios
undə	undă
une̯altə	unealtă
unej	unei
uneorj	uneori
unɡj	unghi
uŋɡje	unghie
uŋɡure̯an	ungurean
uŋɡure̯askə	ungurească
uŋɡurenj	ungureni
uŋɡuresk	unguresc
uŋɡureʃte	ungurește
uŋɡureʃtj	ungurești
uni	uni
unidirektsional	unidirecțional
uniform	uniform
unilateral	unilateral
unire	unire
unor	unor
umpika	unpica
unsprezetʃe	unsprezece
unsprezetʃe̯a	unsprezecea
unsprezetʃele̯a	unsprezecelea
unsuros	unsuros
untar	untar
untos	untos
unturə	untură
unu	unu
unuj	unui
unʃpe	unșpe
unʃpe̯a	unșpea
unʃpele̯a	unșpelea
ura	ura
uraɡan	uragan
urka	urca
urkare	urcare
urkat	urcat
urkuʃ	urcuș
ureke	ureche
uriaʃ	uriaș
urina	urina
urinə	urină
urla	urla
urlare	urlare
urlet	urlet
urmaʃ	urmaș
urmə	urmă
urməri	urmări
urmətor	următor
urni	urni
uroloɡ	urolog
uroloɡə	urologă
ursito̯are	ursitoare
uruɡwajan	uruguayan
urze̯alə	urzeală
urzikə	urzică
urɨt	urât
urɨtsenie	urâțenie
urɨ	urî
urəʃte	urăște
uskat	uscat
ustensilə	ustensilă
ustura	ustura
usturime	usturime
usturətor	usturător
util	util
utila	utila
utilaʒ	utilaj
utile	utile
utilj	utili
utiliza	utiliza
utilizabil	utilizabil
utilizator	utilizator
uzj	uzi
uzinə	uzină
uʃj	uși
uʃor	ușor
uʃurintsə	ușurință
uʃə	ușă
v	v
vakə	vacă
vad	vad
vaɡ	vag
vaɡabond	vagabond
vadʒinal	vaginal
vaj	vai
valabil	valabil
valah	valah
valid	valid
valiza	valiza
valizə	valiză
valo̯are	valoare
valon	valon
valoros	valoros
vamal	vamal
vamə	vamă
van	van
vanadju	vanadiu
vanilie	vanilie
vanitos	vanitos
vapor	vapor
vara	vara
varia	varia
variat	variat
varə	vară
vazə	vază
veke	veche
vekj	vechi
vetʃin	vecin
vetʃinj	vecini
vetʃinə	vecină
vede̯a	vedea
vedenie	vedenie
vedere	vedere
vedʒetal	vegetal
vedʒetatsie	vegetație
velin	velin
venera	venera
venerare	venerare
veneratsie	venerație
venerik	veneric
venezuele̯an	venezuelean
veni	veni
venin	venin
venit	venit
ventilatsie	ventilație
venə	venă
verandə	verandă
verbinə	verbină
verde	verde
verɡur	vergur
verɡurə	vergură
verj	veri
veriʃo̯arə	verișoară
vermijon	vermillon
vermijɔ̃	vermillon
vermut	vermut
verosimil	verosimil
versatile	versatile
versatilj	versatili
versifika	versifica
verteks	vertex
verzuj	verzui
vesel	vesel
veste	veste
vestit	vestit
vezj	vezi
veʃmɨnt	veșmânt
via	via
vjatsa	viața
vjatsə	viață
vikle̯an	viclean
viklenie	viclenie
viklenij	viclenii
viktimə	victimă
viktorios	victorios
vid	vid
vidrə	vidră
vie	vie
vier	vier
vjer	vier
vjermənos	viermănos
vietate	vietate
vietətsj	vietăți
vjetsile	viețile
vjetsui	viețui
viɡware	vigoare
viɡuros	viguros
vij	vii
viij	viii
viitor	viitor
viitorime	viitorime
viiturə	viitură
vinats	vinaț
vintʃe	vince
vintʃibil	vincibil
vindeka	vindeca
vindekətor	vindecător
vindikativ	vindicativ
vine	vine
vinerj	vineri
vinitʃer	vinicer
vinil	vinil
vinoɡrad	vinograd
vinos	vinos
vinovat	vinovat
vinə	vină
vioj	vioi
viol	viol
viola	viola
